,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date
1,pj_d56b1b3823e53ab1,New+York,business+analyst,Clinical Business Analyst – Laboratory Systems (Blood Bank Systems Analyst),NYC Health + Hospitals,NOT_FOUND,The Clinical Business Analyst primary responsibility is to support applications that are used by New York City Health and Hospitals laboratories....,"
                $78,000 - $117,000 a year (Indeed est.)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTlGfoD3iqI_Vbpi5i0Z5dxq_xMLm6l8rXrnTvLMGgS6Ti17QgkCkFsyOlBa0lgLSwCE45U9R-e4pdO9-n3625d3WmVOh6FQRzMRB841jFys5fKL6IPmA_aBh1ODztfdaNiEeKCWZE9PGkvQgYFskL_uA_-3tSZ-Hgtn7zdKujP-0_gUyd8po0OqCCpHdZpFy-PR5VyHndcfc9TaG_Tjo9oOFZZTTXSjTAh0fDoiCea2dI6znR-LzXQnnK3p8jkw5qKnDoq2R_p6cvsVaL5osAJXTsjdsh8Qiy2btT18pFJh0KHcy3UIOdeoC63O57Seaqo8l6yB_sWEwpkuvWiSJL_2TWBXMTDlY4qa4Wc72c-hjQJAfciez-Ys1snqSsjJ0Q2M3L17SkBi7hLr2H6ncBes4irtZLRJ-JGBizS8QOxUBAcEz2tjbflVH6DH2I5vSf_mWxE-bMNPTzKcy6dRFbMoyRzdAIQKQso15iQYitashQEKLfqAGDuCK77MpSxUo=&p=0&fvj=1&vjs=3,NOT_FOUND
2,pj_7e20ea74efd9bd09,New+York,business+analyst,Jr. Business Analyst,Conde Nast,NOT_FOUND,* Code and process all invoices for Real Estate & Facilities dept. * Responsible for M&T coding and reporting updates * Issue and maintain Purchase Orders *...,"
                $20 - $25 an hour",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Blh_3YKcBQ20IaVyOcJJt7UesMguf_MTrWL74EEvvubFoiorMmj17qfEYuFl-PPdrmpg0oAeFvqbgTUgFpyk4jSEvG81c5Kr7e3Uud4FQyvh1VrgztKeJT6ywX7gzlC6pFq_clgJMZJXcVgIpY51FpiQvnArcCBhnJM7GMaS8fOjkfxctQTXPKUuIOAmABe7HCd_0VZeRypg72cwggbeI2zcqCAQ9Yly8C-wKb_Cg4TuP52h47VLHf_RIhhaZK5N1mNe7NirIROOe8Ftev7YzGRjanBRQwlWEOUeFQ7SLRAyb9Az9a1ezn5OdExsuD7OsQNhHvRMI19hH51AhN9DY0UmoybJEH2Mj6LtU6Flz9K5nh7MtIgp7m3_6EqDFbiKbBUBL1Mi9vGUu9jCdG8w4saXqfCKqSyT-g6-JV3Rmt05w6Pe5DgymM&p=1&fvj=1&vjs=3,NOT_FOUND
3,pj_0e63bd7f2a6bd43f,New+York,business+analyst,Port Authority DMV Business Analyst,"CRA, Inc.",NOT_FOUND,"Port Authority DMV Violations Business Analyst*. To help facilitate these efforts the Tunnels, Bridges & Terminals Department’s Revenue Collection Group is...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DzdIOa8GDZy6viSAn6jPfyUsfoZJhZqKV55BNeJMKPzWG9xfrkiBGhg1EjQlkZQuCVTnTGNfB2Mcs8Qt188MEEX9ZhvOJgcUlqVf_qDCppizYJr7ApL-4ETZ6loFrZtlKDOt7HNYcgbjppoUWiwd_e0l3oDPFbkrhE2RTBug0EGHqWLANnxtcMC33C2aP0q588z9nYFCn_BZAD_OelNvxNfDKleD2bkuH8NQZUex_IWhexJlazrbdLrDB1_BUcVQscbpRG-xMU16rXagvfiV3aAhmfDR2Qai2Iq6P8dunIUnX7IkxV1rf1Ivvwa87esOtCwQmaQtmBRSu1U_zWISZdTFdAtVijl7js_wrIKIEHtLi_fXGMpan3z-wx7ao9q8YWo1lp5ybVZoRGAA-3q1RvQWfObgoss3Aa9KOXEUi8hl_jPZ277k3lfRo7paDi6igvh3nWATwQjw==&p=2&fvj=1&vjs=3,1 day ago
4,pj_295c345147647644,New+York,business+analyst,Business Systems Analyst,"Purolator International, Inc.",NOT_FOUND,Understanding of computer and business processes. The Systems Analyst is responsible for technical and functional support for Purolator International’s business...,"
                $53,000 - $80,000 a year (Indeed est.)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BI6uDAUPIJ1XHjc9ZUuXmWH7ubDJCVhNprhXHSS1m2LhAb14plJrpUM2cuxCKe1T_cjA8LoeUfWrQcnM5Y3WexIwSXF3Bw_R09lNjegrJhPFyLDR5Hyiz4qrNTCR0j-lrsDqNySZ5SB0INCv4NptBMWxVpUIqjzWfHvL2v3DxiUlmao8pwbMEslQgQTl9NxmcZMvpPkkq-Bp5y0Up17YxyIJ7WTSv7pTPxM-ptcrpQzn4YAhfOYZaqtdb-M3gRqwNvpsLqmMzlTumuC7iCuw8BANQUrNVaeuz-uQLGsBXJG9L0kDxLgdVczoD0Q-8D-okpR0YMT0WgBRdUJbDd-erDskOK8178rfTJ23cOEwEos109__wkG3mh54yRx4mie1zptkqCwZp1MAHLQkxWqKplHkIUa1oSDQPkXzGPIU6DNoB4I3seh-deLMcQ4PEmUSbAH3BIb-Dgug==&p=3&fvj=1&vjs=3,NOT_FOUND
5,pj_395ecbcd868321e6,New+York,business+analyst,Sr. Business Analyst-Logistics,"Laufer Group International, Ltd.",NOT_FOUND,"Business Analyst/Project Manager*\_. Detailed business know-how in both logistics, brokerage and WM products & processes....","
                $84,000 - $126,000 a year (Indeed est.)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AnXEr3hFOaeK5645KAdFnla-SP2qmtbyN-2Jo58ZVF4p-QYv0pMrtOf_7J2blGKbC2A7t0w3zoD3YaH0DGm9lfMOsbS4L8fx2sOw0MFCSPZPVvMbUbnQtHKaz2sm75D7uKJ08dOIvRpbHGuQyXTqaNgmVmMwTuiVaxV1BNkozMZ49X4QWox8KPEaK9XLok37LyZF05-DRAwmwDkl9WgyMYascSL5ozYxJtVMrKeiQcvoaZNDKhx1QtX4f0nQDxSRv40d3iBUiWRjceZjrhLhSRK-bnZSmHnBKznsCZBrXQSgV7lNbwRpeix8oPJ_i5gF9-1NqNG9iZNp6_13a6A1Eb05vKRKmvYjxRbPaS_uYYuzPm7viGnMs413VgmNIoktkPt6BVyBtXg8eIvy9Px8P1vNmaFEiYEFgs3GcywmUqrGIujFVV9WvNtSsfEIdtP8B2cSGwTPFpNA==&p=4&fvj=1&vjs=3,NOT_FOUND
6,pj_0b6f6840e5855180,New+York,business+analyst,"Analyst, Business Solutions Group",Acurity,NOT_FOUND,"Reporting to the Assistant Vice President, Business Solutions Group the Analyst will be responsible for creating and managing financial tools, conducting...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Anx9AJ9-JChGYk_RK4UHS-bc8BGj_P6QxWD870FDFPl5GmGILtiJw5qjPRBeKqretsCyZBA5yZkFN7bwPenma61GoMmln_0Yu5z8WjzHnADpspIyEBD9Gv2CuZK5BoIcm-LDmtO6MeybT7hcfFiBdfH10DhfK7fMa9JHHvSWdvAfFZD23vFqRPxZC8dZU66FufmlLSovdG0SZhOhv55y3w9hYbE0k8H43AyDzlzVrcEjMcFjub7fi8vSEL6o7tzNO02R-28fQl_y2NpalaJJVOsiGF1qNcg3dK3eOauwSWNSGIKEcneLRkMVOfliiqd4Jq6tm1QrtxLew_9efiv3MASajizzpRsiDg1wXRBcPP_Kzg_4E3_hxCeK1MwXEtDldj-BnbCV4CmkRdwEmGz2MG-KO22zKYszQcXva8-ha3y_Cg5CbA1_YFEW6w9YSaV-9Nj_YL4PTno79NM_7quuNq_5UgIQmATehtm6AJIXjz8QmvgQkxyfKGI0clMTTHqGrQeGXHxIE--1WFKDmbbYSHeFgU2oKqhoc=&p=5&fvj=0&vjs=3,NOT_FOUND
7,pj_ee397b9ea7202774,New+York,business+analyst,Business Tax Analyst,Innovest Systems LLC,NOT_FOUND,"Senior Business Analyst – Tax*. Innovest Systems, LLC is a financial technology firm that provides technology-driven solutions to trust and wealth management...",NOT_FOUND,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DE0dyUnN-f_DUkr6SoHROGgO3zSPF_u1TVN3cc5nsiMEXSwGky23FEUNFaXhdUsRdGuzI4fYaPBvPkRwU5aajyhighy-CSAMjiWK5nHFfRpLUQhCvC3Acw2GfHSzJFXEYc6KpUjwOvs35B0IU9iKiXYW7_TILsGSM8GK0HUfXtT-S5DxmeLtfu03AWmU7d8vXVVjoXDgIE3HYheOBElwv688641NnhYlzGfJE7EJr3e-WWUdLOVqoE8yPxhQlQaFMHuW50rhzTHT162m61dBtpJ2vBSN4td14o5vl1ZOOHQw7ZsRumr5Rxs5zWMu_SezlVPzpu13szBkQpQKf7j_hRPDshE4p-_uugmIErlLhR0w3hwYnEar6NtimdKGnOtcnGrRUjJObxvqsz4tf1uPR3VdVEhrJPmbFpW-4hVYGpDUKtpKyFXVs6wVrK17V3sfo=&p=6&fvj=1&vjs=3,NOT_FOUND
8,p_9f9aca22b1896e53,New+York,business+analyst,Business Analyst,Venture backed ad tech company,"New York, NY 10011 (Chelsea area)",We are looking for an analyst whose business acumen and analytical skills will directly contribute to the success and growth of the company....,"
                $75,000 - $130,000 a year",https://www.indeed.com/company/Yieldmo/jobs/Business-Analyst-9f9aca22b1896e53?fccid=f753820ac25a6fa0&vjs=3,8 hours ago
9,p_bb30ad20707e462d,New+York,business+analyst,Business Analyst,PS Business Solutions,"New York, NY","Four plus years of experience in a Business Analyst role. Communicate designs to business, developers, and testers....",NOT_FOUND,https://www.indeed.com/company/PS-Business-Solutions/jobs/Business-Analyst-bb30ad20707e462d?fccid=62713f2039c092e8&vjs=3,4 hours ago
10,p_439f809b77786d05,New+York,business+analyst,Business Analyst- Entry Level,NSIT Solutions,"Rochester, NY 14609 (Homestead Heights area)",Ensuring solutions meet business needs and requirements. Prioritising initiatives based on business needs and requirements....,"
                $52,000 - $55,000 a year",https://www.indeed.com/rc/clk?jk=439f809b77786d05&fccid=8c7e12a5e2eb8d38&vjs=3,5 days ago
